178.80	1110.00
179.01	1110.00
179.23	1110.00
179.44	1183.73
179.66	1056.75
179.88	1449.96
180.09	1333.23
180.31	1257.45
180.52	1427.43
180.74	1302.51
180.95	1269.74
181.17	1284.08
181.38	1492.97
181.60	1171.44
181.81	1148.91
182.03	1269.74
182.24	1275.88
182.46	1273.84
182.67	1300.46
182.89	1382.38
183.10	1286.12
183.32	1292.27
183.53	1261.55
183.75	1523.69
183.96	1351.66
184.18	1202.16
184.40	1282.03
184.61	1409.00
184.83	1409.00
185.04	1376.24
185.26	1386.47
185.47	1325.04
185.69	1421.29
185.90	1329.13
186.12	1241.07
186.33	1374.19
186.55	1353.71
186.76	1343.47
186.98	1329.13
187.19	1376.24
187.41	1419.24
187.62	1290.22
187.84	1327.08
188.05	1409.00
188.27	1359.85
188.48	1249.26
188.70	1322.99
188.91	1382.38
189.13	1306.60
189.34	1374.19
189.56	1339.37
189.77	1325.04
189.99	1320.94
190.20	1275.88
190.42	1282.03
190.63	1415.15
190.85	1347.56
191.06	1337.32
191.27	1282.03
191.49	1308.65
191.70	1302.51
191.92	1331.18
192.13	1265.64
192.35	1392.62
192.56	1415.15
192.78	1333.23
192.99	1388.52
193.21	1361.90
193.42	1363.95
193.64	1316.84
193.85	1306.60
194.07	1443.82
194.28	1374.19
194.50	1304.56
194.71	1368.04
194.93	1458.15
195.14	1435.63
195.36	1417.19
195.57	1329.13
195.78	1476.59
196.00	1302.51
196.21	1366.00
196.43	1312.75
196.64	1404.91
196.86	1374.19
197.07	1341.42
197.29	1232.88
197.50	1413.10
197.72	1347.56
197.93	1357.80
198.15	1361.90
198.36	1419.24
198.57	1380.33
198.79	1316.84
199.00	1355.76
199.22	1316.84
199.43	1368.04
199.65	1292.27
199.86	1304.56
200.08	1355.76
200.29	1429.48
200.51	1347.56
200.72	1386.47
200.93	1331.18
201.15	1431.53
201.36	1404.91
201.58	1366.00
201.79	1343.47
202.01	1488.87
202.22	1339.37
202.44	1339.37
202.65	1290.22
202.86	1413.10
203.08	1419.24
203.29	1275.88
203.51	1347.56
203.72	1372.14
203.94	1325.04
204.15	1345.52
204.36	1310.70
204.58	1376.24
204.79	1382.38
205.01	1296.36
205.22	1452.01
205.44	1392.62
205.65	1234.93
205.86	1325.04
206.08	1347.56
206.29	1466.35
206.51	1245.16
206.72	1306.60
206.94	1415.15
207.15	1415.15
207.36	1314.80
207.58	1357.80
207.79	1349.61
208.01	1396.71
208.22	1359.85
208.43	1273.84
208.65	1392.62
208.86	1425.39
209.08	1284.08
209.29	1327.08
209.51	1447.91
209.72	1398.76
209.93	1378.28
210.15	1386.47
210.36	1361.90
210.58	1329.13
210.79	1318.89
211.00	1372.14
211.22	1372.14
211.43	1601.51
211.65	1298.41
211.86	1349.61
212.07	1462.25
212.29	1314.80
212.50	1333.23
212.72	1337.32
212.93	1449.96
213.14	1370.09
213.36	1435.63
213.57	1288.17
213.79	1335.28
214.00	1421.29
214.21	1331.18
214.43	1368.04
214.64	1462.25
214.85	1363.95
215.07	1282.03
215.28	1320.94
215.50	1454.06
215.71	1386.47
215.92	1320.94
216.14	1359.85
216.35	1454.06
216.57	1341.42
216.78	1411.05
216.99	1322.99
217.21	1443.82
217.42	1325.04
217.63	1355.76
217.85	1300.46
218.06	1363.95
218.28	1462.25
218.49	1437.67
218.70	1368.04
218.92	1413.10
219.13	1345.52
219.34	1409.00
219.56	1312.75
219.77	1343.47
219.98	1308.65
220.20	1329.13
220.41	1279.98
220.63	1400.81
220.84	1384.43
221.05	1359.85
221.27	1310.70
221.48	1466.35
221.69	1251.31
221.91	1327.08
222.12	1363.95
222.33	1357.80
222.55	1372.14
222.76	1275.88
222.97	1357.80
223.19	1368.04
223.40	1398.76
223.62	1318.89
223.83	1370.09
224.04	1447.91
224.26	1259.50
224.47	1300.46
224.68	1361.90
224.90	1462.25
225.11	1419.24
225.32	1376.24
225.54	1304.56
225.75	1363.95
225.96	1257.45
226.18	1417.19
226.39	1279.98
226.60	1355.76
226.82	1409.00
227.03	1327.08
227.24	1329.13
227.46	1378.28
227.67	1329.13
227.88	1302.51
228.10	1290.22
228.31	1425.39
228.52	1318.89
228.74	1284.08
228.95	1327.08
229.16	1366.00
229.38	1400.81
229.59	1327.08
229.80	1382.38
230.02	1402.86
230.23	1519.59
230.44	1439.72
230.66	1329.13
230.87	1425.39
231.08	1341.42
231.29	1390.57
231.51	1429.48
231.72	1474.54
231.93	1449.96
232.15	1345.52
232.36	1314.80
232.57	1445.87
232.79	1392.62
233.00	1363.95
233.21	1302.51
233.43	1386.47
233.64	1404.91
233.85	1333.23
234.07	1255.40
234.28	1388.52
234.49	1376.24
234.70	1298.41
234.92	1320.94
235.13	1335.28
235.34	1466.35
235.56	1439.72
235.77	1331.18
235.98	1486.83
236.20	1396.71
236.41	1499.11
236.62	1357.80
236.83	1345.52
237.05	1437.67
237.26	1445.87
237.47	1394.67
237.69	1486.83
237.90	1343.47
238.11	1339.37
238.32	1300.46
238.54	1486.83
238.75	1390.57
238.96	1359.85
239.18	1277.93
239.39	1409.00
239.60	1372.14
239.81	1327.08
240.03	1361.90
240.24	1388.52
240.45	1292.27
240.66	1322.99
240.88	1318.89
241.09	1382.38
241.30	1390.57
241.52	1396.71
241.73	1335.28
241.94	1529.83
242.15	1376.24
242.37	1294.32
242.58	1398.76
242.79	1445.87
243.00	1331.18
243.22	1374.19
243.43	1392.62
243.64	1466.35
243.85	1406.95
244.07	1452.01
244.28	1339.37
244.49	1390.57
244.71	1443.82
244.92	1515.50
245.13	1343.47
245.34	1540.07
245.56	1372.14
245.77	1320.94
245.98	1423.34
246.19	1425.39
246.41	1314.80
246.62	1476.59
246.83	1406.95
247.04	1398.76
247.26	1388.52
247.47	1529.83
247.68	1396.71
247.89	1454.06
248.11	1470.44
248.32	1409.00
248.53	1333.23
248.74	1568.74
248.95	1497.07
249.17	1439.72
249.38	1515.50
249.59	1499.11
249.80	1593.32
250.02	1472.49
250.23	1454.06
250.44	1572.84
250.65	1544.17
250.87	1523.69
251.08	1595.37
251.29	1722.34
251.50	1920.99
251.71	2127.84
251.93	2785.24
252.14	3878.85
252.35	5961.64
252.56	9131.89
252.78	15105.82
252.99	22290.09
253.20	29943.35
253.41	35149.29
253.62	38178.23
253.84	36910.54
254.05	31649.31
254.26	23754.39
254.47	16432.90
254.69	9809.77
254.90	5021.62
255.11	2629.59
255.32	1802.21
255.53	1767.40
255.75	1599.46
255.96	1468.39
256.17	1525.74
256.38	1552.36
256.59	1507.30
256.81	1396.71
257.02	1402.86
257.23	1507.30
257.44	1474.54
257.65	1478.63
257.87	1505.26
258.08	1458.15
258.29	1404.91
258.50	1482.73
258.71	1409.00
258.93	1538.02
259.14	1501.16
259.35	1411.05
259.56	1396.71
259.77	1454.06
259.99	1400.81
260.20	1382.38
260.41	1470.44
260.62	1482.73
260.83	1390.57
261.04	1499.11
261.26	1322.99
261.47	1431.53
261.68	1320.94
261.89	1318.89
262.10	1273.84
262.32	1406.95
262.53	1296.36
